word,frequency,zipf_score,doc_frequency,doc_ratio,corpus_importance,domain_specificity
lalwani,7,1.38,4,0.027,0.0017,0.1353
cancelling,7,3.31,6,0.04,0.0017,0.0846
mohd,7,2.47,3,0.02,0.0017,0.0567
cancel,7,4.18,7,0.047,0.0017,0.0781
suspicious,7,4.09,7,0.047,0.0017,0.0799
ranging,7,4.19,7,0.047,0.0017,0.078
differential,7,3.83,3,0.02,0.0017,0.0366
habib,7,2.88,3,0.02,0.0017,0.0486
cts,7,2.99,3,0.02,0.0017,0.0468
mortar,6,3.75,3,0.02,0.0015,0.032
lakshmi,6,2.82,3,0.02,0.0015,0.0426
wrappers,6,2.93,3,0.02,0.0015,0.041
demanding,6,4.13,6,0.04,0.0015,0.0581
khadar,6,1.09,4,0.027,0.0015,0.1468
centres,6,4.1,5,0.033,0.0015,0.0488
rpc,6,2.47,2,0.013,0.0015,0.0324
capacities,6,3.44,4,0.027,0.0015,0.0465
yardstick,6,2.69,6,0.04,0.0015,0.0892
sliding,6,3.87,6,0.04,0.0015,0.062
reproduced,6,3.46,6,0.04,0.0015,0.0694
halder,6,1.92,3,0.02,0.0015,0.0625
trauma,6,4.14,5,0.033,0.0015,0.0483
wiped,6,3.86,6,0.04,0.0015,0.0622
infer,6,3.16,3,0.02,0.0015,0.038
whoever,6,4.42,6,0.04,0.0015,0.0543
importing,6,3.43,4,0.027,0.0015,0.0466
basheerunnisa,6,0.0,3,0.02,0.0015,0.12
approached,6,4.16,5,0.033,0.0015,0.0481
remitted,6,2.34,6,0.04,0.0015,0.1026
reversing,6,3.43,6,0.04,0.0015,0.07
plead,6,3.63,5,0.033,0.0015,0.0551
reaching,6,4.46,3,0.02,0.0015,0.0269
puwayan,6,0.0,3,0.02,0.0015,0.12
congested,6,3.17,3,0.02,0.0015,0.0379
jails,6,3.2,3,0.02,0.0015,0.0375
guj,6,1.32,5,0.033,0.0015,0.1515
offerree,6,0.0,3,0.02,0.0015,0.12
cegat,6,0.0,3,0.02,0.0015,0.12
trademarks,6,3.3,5,0.033,0.0015,0.0606
unreliable,6,3.53,3,0.02,0.0015,0.034
billimoria,6,0.0,3,0.02,0.0015,0.12
appendix,6,3.51,3,0.02,0.0015,0.0342
inviting,6,3.86,6,0.04,0.0015,0.0622
deepika,6,2.52,3,0.02,0.0015,0.0476
synthetics,6,2.56,3,0.02,0.0015,0.0469
precludes,6,2.66,4,0.027,0.0015,0.0602
handing,6,3.77,3,0.02,0.0015,0.0318
levying,6,2.44,6,0.04,0.0015,0.0984
matrix,6,4.07,5,0.033,0.0015,0.0491
credits,6,4.27,4,0.027,0.0015,0.0375
collectors,6,3.8,4,0.027,0.0015,0.0421
covering,6,4.45,6,0.04,0.0015,0.0539
dismissal,6,3.72,4,0.027,0.0015,0.043
conveyed,6,3.4,5,0.033,0.0015,0.0588
tion,6,2.79,5,0.033,0.0015,0.0717
committal,6,2.64,6,0.04,0.0015,0.0909
detection,6,4.06,6,0.04,0.0015,0.0591
malpractices,6,1.93,3,0.02,0.0015,0.0622
brokers,6,3.67,3,0.02,0.0015,0.0327
insist,6,4.03,6,0.04,0.0015,0.0596
directs,6,3.58,5,0.033,0.0015,0.0559
delegated,6,3.1,3,0.02,0.0015,0.0387
builders,6,3.8,3,0.02,0.0015,0.0316
crl,6,2.32,5,0.033,0.0015,0.0862
untenable,6,3.01,6,0.04,0.0015,0.0797
movable,6,3.15,4,0.027,0.0015,0.0508
jurisdictional,6,2.77,6,0.04,0.0015,0.0866
equities,6,3.23,5,0.033,0.0015,0.0619
indispensable,6,3.34,3,0.02,0.0015,0.0359
token,6,3.82,6,0.04,0.0015,0.0628
searched,6,3.97,6,0.04,0.0015,0.0605
nomenclature,6,3.21,3,0.02,0.0015,0.0374
umaji,6,0.0,3,0.02,0.0015,0.12
diversion,6,3.51,3,0.02,0.0015,0.0342
shantilal,6,0.0,2,0.013,0.0015,0.08
purposive,6,1.97,3,0.02,0.0015,0.0609
remit,6,3.09,6,0.04,0.0015,0.0777
sanjay,6,3.11,4,0.027,0.0015,0.0514
staging,6,3.65,3,0.02,0.0015,0.0329
yaksharanga,6,0.0,3,0.02,0.0015,0.12
scenic,6,3.67,3,0.02,0.0015,0.0327
kalyana,6,1.35,3,0.02,0.0015,0.0889
regularity,6,3.03,4,0.027,0.0015,0.0528
retrospectively,6,2.82,6,0.04,0.0015,0.0851
discretionary,6,3.26,5,0.033,0.0015,0.0613
clubbed,6,2.54,6,0.04,0.0015,0.0945
lucknow,6,3.1,6,0.04,0.0015,0.0774
broader,6,4.01,6,0.04,0.0015,0.0599
cognizable,6,1.79,5,0.033,0.0015,0.1117
definitions,6,3.82,6,0.04,0.0015,0.0628
debar,6,1.96,3,0.02,0.0015,0.0612
improper,6,3.58,6,0.04,0.0015,0.067
retain,6,4.16,6,0.04,0.0015,0.0577
exh,6,2.14,4,0.027,0.0015,0.0748
companions,6,3.79,3,0.02,0.0015,0.0317
chatterjee,6,2.63,5,0.033,0.0015,0.076
societies,6,4.08,4,0.027,0.0015,0.0392
yield,6,4.16,4,0.027,0.0015,0.0385
prosperity,6,3.91,3,0.02,0.0015,0.0307
expanded,6,4.28,4,0.027,0.0015,0.0374
babruvahana,6,0.0,3,0.02,0.0015,0.12
kalaga,6,0.0,3,0.02,0.0015,0.12
reservations,6,3.79,3,0.02,0.0015,0.0317
initiation,6,3.52,6,0.04,0.0015,0.0682
inquired,6,2.97,6,0.04,0.0015,0.0808
excavating,6,2.78,3,0.02,0.0015,0.0432
consultant,6,4.13,3,0.02,0.0015,0.0291
inception,6,3.65,5,0.033,0.0015,0.0548
plunged,6,3.4,3,0.02,0.0015,0.0353
threatened,6,4.36,5,0.033,0.0015,0.0459
fled,6,4.05,6,0.04,0.0015,0.0593
convictions,6,3.71,4,0.027,0.0015,0.0431
receipts,6,3.69,3,0.02,0.0015,0.0325
examiner,6,3.52,4,0.027,0.0015,0.0455
dhotare,6,0.0,3,0.02,0.0015,0.12
charitha,6,1.04,3,0.02,0.0015,0.1154
divisions,6,4.11,4,0.027,0.0015,0.0389
fifteen,6,4.14,5,0.033,0.0015,0.0483
hired,6,4.41,4,0.027,0.0015,0.0363
accusation,6,3.6,6,0.04,0.0015,0.0667
assign,6,3.66,6,0.04,0.0015,0.0656
finalisation,6,1.79,6,0.04,0.0015,0.1341
vii,6,3.84,6,0.04,0.0015,0.0625
trite,6,2.8,6,0.04,0.0015,0.0857
cricket,6,4.39,3,0.02,0.0015,0.0273
correlation,6,3.86,6,0.04,0.0015,0.0622
finalization,6,2.07,3,0.02,0.0015,0.058
xxxi,6,2.27,3,0.02,0.0015,0.0529
vishnu,6,2.93,4,0.027,0.0015,0.0546
entitlement,6,3.55,6,0.04,0.0015,0.0676
vacancy,6,3.65,3,0.02,0.0015,0.0329
mandates,6,3.39,4,0.027,0.0015,0.0472
vidyalaya,6,1.96,5,0.033,0.0015,0.102
credited,6,3.88,5,0.033,0.0015,0.0515
inmates,6,3.84,3,0.02,0.0015,0.0312
ceremony,6,4.42,2,0.013,0.0015,0.0181
balcony,6,3.78,2,0.013,0.0015,0.0212
crpc,6,1.65,3,0.02,0.0015,0.0727
ishwar,6,1.82,5,0.033,0.0015,0.1099
shortly,6,4.47,6,0.04,0.0015,0.0537
merited,6,2.73,4,0.027,0.0015,0.0586
disregard,6,3.66,6,0.04,0.0015,0.0656
bansilal,6,0.0,1,0.007,0.0015,0.04
emanate,6,2.51,6,0.04,0.0015,0.0956
fanciful,6,2.97,6,0.04,0.0015,0.0808
necessities,6,3.36,3,0.02,0.0015,0.0357
comprehensive,6,4.36,6,0.04,0.0015,0.055
oppositions,6,2.48,3,0.02,0.0015,0.0484
desisting,6,1.01,3,0.02,0.0015,0.1188
convenient,6,4.15,6,0.04,0.0015,0.0578
deprecated,6,2.67,6,0.04,0.0015,0.0899
apology,6,4.05,3,0.02,0.0015,0.0296
depb,6,0.0,3,0.02,0.0015,0.12
rods,6,3.59,3,0.02,0.0015,0.0334
parallel,6,4.27,6,0.04,0.0015,0.0562
invoices,6,3.09,2,0.013,0.0015,0.0259
decrees,6,3.07,5,0.033,0.0015,0.0651
defective,6,3.57,5,0.033,0.0015,0.056
relate,6,4.24,6,0.04,0.0015,0.0566
wounds,6,4.07,4,0.027,0.0015,0.0393
frequent,6,4.27,3,0.02,0.0015,0.0281
laxmi,6,2.43,6,0.04,0.0015,0.0988
visitors,6,4.49,3,0.02,0.0015,0.0267
impleadment,6,0.0,6,0.04,0.0015,0.24
uncalled,6,2.85,4,0.027,0.0015,0.0561
fraudulent,6,3.61,6,0.04,0.0015,0.0665
inquiries,6,3.81,5,0.033,0.0015,0.0525
licensed,6,4.17,3,0.02,0.0015,0.0288
prescribe,6,3.39,4,0.027,0.0015,0.0472
biological,6,4.31,4,0.027,0.0015,0.0371
utility,6,4.27,6,0.04,0.0015,0.0562
inordinate,6,2.66,6,0.04,0.0015,0.0902
repealed,6,3.36,6,0.04,0.0015,0.0714
individually,6,3.9,6,0.04,0.0015,0.0615
collectively,6,3.82,6,0.04,0.0015,0.0628
entitling,6,2.16,5,0.033,0.0015,0.0926
initiating,6,3.38,6,0.04,0.0015,0.071
presumably,6,4.06,4,0.027,0.0015,0.0394
alienated,6,3.29,4,0.027,0.0015,0.0486
cryptic,6,3.23,3,0.02,0.0015,0.0372
standpoint,6,3.65,3,0.02,0.0015,0.0329
aurangabad,6,2.21,3,0.02,0.0015,0.0543
imparting,6,2.67,3,0.02,0.0015,0.0449
adhiyaman,6,0.0,3,0.02,0.0015,0.12
discard,6,3.37,5,0.033,0.0015,0.0593
improving,6,4.37,4,0.027,0.0015,0.0366
occupants,6,3.46,6,0.04,0.0015,0.0694
substitution,6,3.41,6,0.04,0.0015,0.0704
consultants,6,3.74,3,0.02,0.0015,0.0321
interface,6,4.12,3,0.02,0.0015,0.0291
diverse,6,4.24,5,0.033,0.0015,0.0472
intervened,6,3.35,4,0.027,0.0015,0.0478
stringent,6,3.43,4,0.027,0.0015,0.0466
attracting,6,3.69,6,0.04,0.0015,0.065
erstwhile,6,2.9,3,0.02,0.0015,0.0414
coconut,6,3.88,3,0.02,0.0015,0.0309
wells,6,4.25,5,0.033,0.0015,0.0471
annexed,6,3.5,5,0.033,0.0015,0.0571
dispossession,6,2.31,3,0.02,0.0015,0.0519
sarpanch,6,1.84,6,0.04,0.0015,0.1304
gurdeep,6,1.42,3,0.02,0.0015,0.0845
balwinder,6,1.21,2,0.013,0.0015,0.0661
executors,6,2.6,3,0.02,0.0015,0.0462
alteration,6,3.33,4,0.027,0.0015,0.048
vidyarthi,6,1.47,3,0.02,0.0015,0.0816
bonafide,6,2.39,6,0.04,0.0015,0.1004
delegate,6,3.7,6,0.04,0.0015,0.0649
heating,6,4.18,6,0.04,0.0015,0.0574
allied,6,4.07,4,0.027,0.0015,0.0393
forbearance,6,2.48,3,0.02,0.0015,0.0484
insisted,6,4.06,6,0.04,0.0015,0.0591
mfg,6,2.63,5,0.033,0.0015,0.076
financing,6,4.13,3,0.02,0.0015,0.0291
informing,6,3.58,5,0.033,0.0015,0.0559
relieved,6,3.95,3,0.02,0.0015,0.0304
baroda,6,2.54,4,0.027,0.0015,0.063
manifestly,6,2.67,5,0.033,0.0015,0.0749
patel,6,3.49,5,0.033,0.0015,0.0573
effectively,6,4.49,5,0.033,0.0015,0.0445
akin,6,3.7,6,0.04,0.0015,0.0649
column,6,4.33,4,0.027,0.0015,0.037
mandols,6,0.0,3,0.02,0.0015,0.12
akhil,6,2.14,3,0.02,0.0015,0.0561
sibal,6,1.9,3,0.02,0.0015,0.0632
programming,6,4.37,3,0.02,0.0015,0.0275
ment,6,3.14,2,0.013,0.0015,0.0255
linking,6,3.96,2,0.013,0.0015,0.0202
difficulties,6,4.21,5,0.033,0.0015,0.0475
beneficial,6,4.08,6,0.04,0.0015,0.0588
sabarkantha,6,0.0,1,0.007,0.0015,0.04
elsewhere,6,4.46,3,0.02,0.0015,0.0269
behror,6,0.0,1,0.007,0.0015,0.04
allowances,6,3.36,5,0.033,0.0015,0.0595
ripe,6,3.67,2,0.013,0.0015,0.0218
inability,6,3.93,5,0.033,0.0015,0.0509
pai,6,3.09,4,0.027,0.0015,0.0518
indiscipline,6,2.19,3,0.02,0.0015,0.0548
coordinated,6,3.79,3,0.02,0.0015,0.0317
recommendation,6,4.09,5,0.033,0.0015,0.0489
charitable,6,3.91,5,0.033,0.0015,0.0512
prenatal,6,3.16,3,0.02,0.0015,0.038
reckoned,6,3.26,5,0.033,0.0015,0.0613
dismiss,6,3.85,5,0.033,0.0015,0.0519
domain,6,4.31,6,0.04,0.0015,0.0557
sahib,6,3.01,3,0.02,0.0015,0.0399
exit,6,4.35,6,0.04,0.0015,0.0552
appreciated,6,4.16,6,0.04,0.0015,0.0577
testament,6,4.07,3,0.02,0.0015,0.0295
extensions,6,3.82,3,0.02,0.0015,0.0314
addendum,6,2.89,3,0.02,0.0015,0.0415
mahr,6,1.99,5,0.033,0.0015,0.1005
interpreted,6,3.92,5,0.033,0.0015,0.051
shivaji,6,2.45,5,0.033,0.0015,0.0816
empress,6,3.45,3,0.02,0.0015,0.0348
chander,6,1.85,6,0.04,0.0015,0.1297
attach,6,3.75,6,0.04,0.0015,0.064
bounty,6,3.74,4,0.027,0.0015,0.0428
gyarasilal,6,0.0,4,0.027,0.0015,0.16
tenable,6,2.4,4,0.027,0.0015,0.0667
traded,6,4.15,4,0.027,0.0015,0.0386
deductions,6,3.3,5,0.033,0.0015,0.0606
compelling,6,3.98,5,0.033,0.0015,0.0503
ornaments,6,3.39,6,0.04,0.0015,0.0708
froth,6,2.75,3,0.02,0.0015,0.0436
consumed,6,3.95,3,0.02,0.0015,0.0304
insecticide,6,2.9,3,0.02,0.0015,0.0414
rajesh,6,2.75,4,0.027,0.0015,0.0582
repelled,6,2.98,6,0.04,0.0015,0.0805
gattaiahs,6,0.0,3,0.02,0.0015,0.12
purely,6,4.1,3,0.02,0.0015,0.0293
summarized,6,3.35,6,0.04,0.0015,0.0716
element,6,4.46,6,0.04,0.0015,0.0538
diary,6,4.09,4,0.027,0.0015,0.0391
implicated,6,3.46,5,0.033,0.0015,0.0578
shankarlal,6,0.0,4,0.027,0.0015,0.16
excludes,6,3.38,6,0.04,0.0015,0.071
wishes,6,4.35,4,0.027,0.0015,0.0368
shrilekha,6,0.0,3,0.02,0.0015,0.12
bigen,6,0.0,3,0.02,0.0015,0.12
confirm,6,4.4,6,0.04,0.0015,0.0545
deposit,6,4.24,3,0.02,0.0015,0.0283
pressing,6,4.08,6,0.04,0.0015,0.0588
firing,6,4.27,4,0.027,0.0015,0.0375
passage,6,4.27,5,0.033,0.0015,0.0468
sharad,6,2.15,4,0.027,0.0015,0.0744
dissatisfied,6,3.31,5,0.033,0.0015,0.0604
clark,6,4.38,6,0.04,0.0015,0.0548
closes,6,3.96,4,0.027,0.0015,0.0404
promotions,6,3.78,3,0.02,0.0015,0.0317
connect,6,4.38,6,0.04,0.0015,0.0548
claimant,6,3.14,6,0.04,0.0015,0.0764
accountancy,6,3.1,3,0.02,0.0015,0.0387
undoubtedly,6,3.88,6,0.04,0.0015,0.0619
oath,6,3.96,3,0.02,0.0015,0.0303
annum,6,3.23,6,0.04,0.0015,0.0743
methodology,6,3.82,3,0.02,0.0015,0.0314
haematoma,6,2.02,3,0.02,0.0015,0.0594
describing,6,4.23,3,0.02,0.0015,0.0284
log,6,4.37,4,0.027,0.0015,0.0366
acquainted,6,3.51,4,0.027,0.0015,0.0456
tariff,6,3.49,4,0.027,0.0015,0.0458
isolation,6,4.02,5,0.033,0.0015,0.0498
swab,6,2.83,4,0.027,0.0015,0.0565
exbt,6,0.0,2,0.013,0.0015,0.08
begum,6,2.56,3,0.02,0.0015,0.0469
ascertainment,6,1.77,6,0.04,0.0015,0.1356
totality,6,2.98,6,0.04,0.0015,0.0805
extraordinary,6,4.36,5,0.033,0.0015,0.0459
contingencies,6,2.84,6,0.04,0.0015,0.0845
awaz,6,1.56,3,0.02,0.0015,0.0769
sree,6,2.08,3,0.02,0.0015,0.0577
affirming,6,3.15,6,0.04,0.0015,0.0762
rings,6,4.33,3,0.02,0.0015,0.0277
diesel,6,4.05,3,0.02,0.0015,0.0296
engines,6,4.35,3,0.02,0.0015,0.0276
disentitled,6,0.0,6,0.04,0.0015,0.24
wives,6,4.08,3,0.02,0.0015,0.0294
entitles,6,2.72,3,0.02,0.0015,0.0441
kaka,6,2.68,3,0.02,0.0015,0.0448
postponed,6,3.74,5,0.033,0.0015,0.0535
mayurani,6,0.0,3,0.02,0.0015,0.12
lankan,6,3.34,3,0.02,0.0015,0.0359
informant,6,3.33,4,0.027,0.0015,0.048
tested,6,4.48,6,0.04,0.0015,0.0536
rai,6,3.25,3,0.02,0.0015,0.0369
supplies,6,4.48,4,0.027,0.0015,0.0357
brahmin,5,2.81,4,0.027,0.0012,0.0474
frontal,5,3.48,3,0.02,0.0012,0.0287
mis,5,3.59,5,0.033,0.0012,0.0464
monetary,5,4.1,5,0.033,0.0012,0.0407
bemetara,5,0.0,3,0.02,0.0012,0.1
bilaspur,5,2.04,3,0.02,0.0012,0.049
soaps,5,3.19,3,0.02,0.0012,0.0313
abi,5,3.3,3,0.02,0.0012,0.0303
goodwill,5,3.67,5,0.033,0.0012,0.0454
popularize,5,2.46,3,0.02,0.0012,0.0407
enforceable,5,3.02,2,0.013,0.0012,0.0221
transferring,5,3.74,5,0.033,0.0012,0.0446
wherefrom,5,1.56,3,0.02,0.0012,0.0641
repeatedly,5,4.21,5,0.033,0.0012,0.0396
copyrights,5,2.98,2,0.013,0.0012,0.0224
nazeer,5,1.33,3,0.02,0.0012,0.0752
forthcoming,5,3.75,5,0.033,0.0012,0.0444
expropriatory,5,0.0,2,0.013,0.0012,0.0667
chairmanship,5,2.98,3,0.02,0.0012,0.0336
colour,5,4.49,5,0.033,0.0012,0.0371
affixed,5,2.94,5,0.033,0.0012,0.0567
violated,5,3.91,5,0.033,0.0012,0.0426
sweep,5,3.97,5,0.033,0.0012,0.042
anadi,5,0.0,3,0.02,0.0012,0.1
sarda,5,1.69,4,0.027,0.0012,0.0789
denote,5,3.29,5,0.033,0.0012,0.0507
heading,5,4.48,5,0.033,0.0012,0.0372
modifications,5,3.82,4,0.027,0.0012,0.0349
alienations,5,0.0,1,0.007,0.0012,0.0333
competence,5,3.58,4,0.027,0.0012,0.0372
goel,5,2.34,3,0.02,0.0012,0.0427
commits,5,3.49,3,0.02,0.0012,0.0287
shrubs,5,3.37,2,0.013,0.0012,0.0198
ascribed,5,3.04,5,0.033,0.0012,0.0548
holidays,5,4.22,3,0.02,0.0012,0.0237
confronted,5,3.84,5,0.033,0.0012,0.0434
contested,5,3.77,4,0.027,0.0012,0.0354
haidar,5,2.2,1,0.007,0.0012,0.0152
technicalities,5,2.71,2,0.013,0.0012,0.0246
assailing,5,1.85,5,0.033,0.0012,0.0901
submits,5,3.02,4,0.027,0.0012,0.0442
eighth,5,4.2,3,0.02,0.0012,0.0238
enforce,5,3.96,4,0.027,0.0012,0.0337
parimal,5,1.34,3,0.02,0.0012,0.0746
commissions,5,3.82,5,0.033,0.0012,0.0436
dried,5,4.04,3,0.02,0.0012,0.0248
seizure,5,3.74,5,0.033,0.0012,0.0446
detained,5,3.81,4,0.027,0.0012,0.035
interrogated,5,3.18,4,0.027,0.0012,0.0419
gate,5,4.47,4,0.027,0.0012,0.0298
kalu,5,2.07,1,0.007,0.0012,0.0161
supervisors,5,3.57,5,0.033,0.0012,0.0467
repugnancy,5,0.0,1,0.007,0.0012,0.0333
declaring,5,3.82,5,0.033,0.0012,0.0436
withhold,5,3.28,4,0.027,0.0012,0.0407
ing,5,3.95,2,0.013,0.0012,0.0169
prohibited,5,3.99,5,0.033,0.0012,0.0418
gaggar,5,0.0,1,0.007,0.0012,0.0333
vaibhav,5,1.6,1,0.007,0.0012,0.0208
whichever,5,3.7,4,0.027,0.0012,0.036
harass,5,3.28,5,0.033,0.0012,0.0508
extracted,5,3.68,5,0.033,0.0012,0.0453
occupying,5,3.63,5,0.033,0.0012,0.0459
authorized,5,4.12,2,0.013,0.0012,0.0162
wrongfully,5,2.98,2,0.013,0.0012,0.0224
quilon,5,1.56,3,0.02,0.0012,0.0641
ext,5,3.13,2,0.013,0.0012,0.0213
superintendent,5,3.97,5,0.033,0.0012,0.042
formation,5,4.49,5,0.033,0.0012,0.0371
asserting,5,3.35,4,0.027,0.0012,0.0398
lords,5,4.08,4,0.027,0.0012,0.0327
induced,5,4.04,3,0.02,0.0012,0.0248
taxation,5,3.81,5,0.033,0.0012,0.0437
pari,5,2.76,4,0.027,0.0012,0.0483
rested,5,3.59,5,0.033,0.0012,0.0464
exploring,5,4.06,4,0.027,0.0012,0.0328
grants,5,4.15,4,0.027,0.0012,0.0321
fuse,5,3.62,3,0.02,0.0012,0.0276
heated,5,4.09,3,0.02,0.0012,0.0244
impressed,5,4.34,5,0.033,0.0012,0.0384
relies,5,3.81,5,0.033,0.0012,0.0437
recognition,5,4.47,5,0.033,0.0012,0.0373
preamble,5,2.87,4,0.027,0.0012,0.0465
agriculture,5,4.37,4,0.027,0.0012,0.0305
veracity,5,2.94,5,0.033,0.0012,0.0567
jagirdars,5,1.1,3,0.02,0.0012,0.0909
lakes,5,4.14,4,0.027,0.0012,0.0322
enjoys,5,3.93,4,0.027,0.0012,0.0339
settling,5,3.85,3,0.02,0.0012,0.026
trivial,5,3.66,5,0.033,0.0012,0.0455
fold,5,4.08,5,0.033,0.0012,0.0408
consulted,5,3.63,3,0.02,0.0012,0.0275
conform,5,3.53,5,0.033,0.0012,0.0472
reminder,5,4.12,4,0.027,0.0012,0.0324
abovesaid,5,0.0,2,0.013,0.0012,0.0667
caution,5,3.97,3,0.02,0.0012,0.0252
verified,5,3.94,5,0.033,0.0012,0.0423
excavate,5,2.66,3,0.02,0.0012,0.0376
credible,5,3.77,3,0.02,0.0012,0.0265
runway,5,3.92,3,0.02,0.0012,0.0255
appreciable,5,2.78,4,0.027,0.0012,0.048
cum,5,4.04,3,0.02,0.0012,0.0248
dissolved,5,3.87,4,0.027,0.0012,0.0345
pseudonymous,5,2.16,3,0.02,0.0012,0.0463
anonymous,5,4.17,4,0.027,0.0012,0.032
gifted,5,3.89,5,0.033,0.0012,0.0428
evaluation,5,4.21,4,0.027,0.0012,0.0317
entitle,5,2.71,4,0.027,0.0012,0.0492
vacated,5,3.3,3,0.02,0.0012,0.0303
constitutionality,5,2.94,4,0.027,0.0012,0.0454
wade,5,3.98,4,0.027,0.0012,0.0335
complies,5,2.96,4,0.027,0.0012,0.045
defensive,5,4.38,4,0.027,0.0012,0.0304
envisages,5,2.45,4,0.027,0.0012,0.0544
amply,5,2.61,4,0.027,0.0012,0.0511
increases,5,4.46,3,0.02,0.0012,0.0224
footing,5,3.5,5,0.033,0.0012,0.0476
permitting,5,3.46,5,0.033,0.0012,0.0482
assist,5,4.42,3,0.02,0.0012,0.0226
honour,5,4.37,3,0.02,0.0012,0.0229
prescribing,5,3.21,5,0.033,0.0012,0.0519
gamkhar,5,0.0,2,0.013,0.0012,0.0667
restored,5,4.12,5,0.033,0.0012,0.0405
embarking,5,3.16,4,0.027,0.0012,0.0422
sevayat,5,0.0,3,0.02,0.0012,0.1
dwelling,5,3.74,3,0.02,0.0012,0.0267
alter,5,4.05,5,0.033,0.0012,0.0412
transpired,5,3.06,5,0.033,0.0012,0.0545
undisputed,5,3.26,5,0.033,0.0012,0.0511
bind,5,3.75,4,0.027,0.0012,0.0356
mitra,5,2.65,4,0.027,0.0012,0.0503
superficial,5,3.56,3,0.02,0.0012,0.0281
festivals,5,3.87,3,0.02,0.0012,0.0258
permanency,5,2.06,2,0.013,0.0012,0.0324
oblivious,5,3.31,5,0.033,0.0012,0.0504
integrity,5,4.22,5,0.033,0.0012,0.0395
locality,5,3.67,4,0.027,0.0012,0.0363
substantiated,5,2.84,5,0.033,0.0012,0.0587
uncommon,5,3.87,4,0.027,0.0012,0.0345
tune,5,4.27,4,0.027,0.0012,0.0312
restructuring,5,3.62,4,0.027,0.0012,0.0368
cognizance,5,2.25,2,0.013,0.0012,0.0296
lrs,5,2.21,3,0.02,0.0012,0.0452
rajashankar,5,0.0,3,0.02,0.0012,0.1
caveat,5,3.15,2,0.013,0.0012,0.0212
presupposes,5,2.46,5,0.033,0.0012,0.0678
acceptable,5,4.27,5,0.033,0.0012,0.039
apex,5,3.71,4,0.027,0.0012,0.0359
rolls,5,4.23,3,0.02,0.0012,0.0236
municipality,5,3.71,5,0.033,0.0012,0.0449
explanations,5,3.76,3,0.02,0.0012,0.0266
narrating,5,2.92,4,0.027,0.0012,0.0457
bhagat,5,2.56,4,0.027,0.0012,0.0521
reopened,5,3.49,4,0.027,0.0012,0.0382
supplementary,5,3.36,5,0.033,0.0012,0.0496
injuriously,5,1.13,3,0.02,0.0012,0.0885
encumbrances,5,1.99,4,0.027,0.0012,0.067
lalit,5,2.2,2,0.013,0.0012,0.0303
jaswantsingh,5,0.0,3,0.02,0.0012,0.1
addisons,5,1.12,4,0.027,0.0012,0.119
intellectual,5,4.3,4,0.027,0.0012,0.031
thakural,5,0.0,1,0.007,0.0012,0.0333
ganga,5,2.9,5,0.033,0.0012,0.0575
circulating,5,3.56,4,0.027,0.0012,0.0375
advocates,5,3.95,4,0.027,0.0012,0.0338
shety,5,0.0,3,0.02,0.0012,0.1
dedicate,5,3.51,3,0.02,0.0012,0.0285
conceived,5,3.87,5,0.033,0.0012,0.0431
knee,5,4.33,3,0.02,0.0012,0.0231
satturs,5,0.0,3,0.02,0.0012,0.1
subbaramayya,5,0.0,3,0.02,0.0012,0.1
crore,5,3.37,4,0.027,0.0012,0.0396
expunging,5,1.81,2,0.013,0.0012,0.0368
valves,5,3.59,3,0.02,0.0012,0.0279
keys,5,4.39,3,0.02,0.0012,0.0228
upstairs,5,3.87,4,0.027,0.0012,0.0345
evidently,5,3.6,5,0.033,0.0012,0.0463
realised,5,4.08,5,0.033,0.0012,0.0408
root,5,4.41,5,0.033,0.0012,0.0378
keshav,5,1.91,5,0.033,0.0012,0.0873
mane,5,3.33,3,0.02,0.0012,0.03
chargesheet,5,1.64,5,0.033,0.0012,0.1016
conspirators,5,3.11,3,0.02,0.0012,0.0322
manchili,5,0.0,3,0.02,0.0012,0.1
foregoing,5,3.08,5,0.033,0.0012,0.0541
sukhchain,5,0.0,1,0.007,0.0012,0.0333
regulating,5,3.55,3,0.02,0.0012,0.0282
contradictions,5,3.28,3,0.02,0.0012,0.0305
gram,5,3.76,2,0.013,0.0012,0.0177
pulukuri,5,0.0,3,0.02,0.0012,0.1
voluntarily,5,3.72,3,0.02,0.0012,0.0269
stolen,5,4.41,3,0.02,0.0012,0.0227
ingots,5,2.57,3,0.02,0.0012,0.0389
customary,5,3.53,3,0.02,0.0012,0.0283
demarcation,5,2.79,3,0.02,0.0012,0.0358
parliamentary,5,4.18,5,0.033,0.0012,0.0399
valued,5,4.07,2,0.013,0.0012,0.0164
sometime,5,4.16,5,0.033,0.0012,0.0401
perceived,5,4.16,5,0.033,0.0012,0.0401
prospective,5,3.87,5,0.033,0.0012,0.0431
hurra,5,1.62,3,0.02,0.0012,0.0617
tulsi,5,2.65,3,0.02,0.0012,0.0377
durga,5,2.72,4,0.027,0.0012,0.049
inadequate,5,3.82,5,0.033,0.0012,0.0436
adjustment,5,3.88,3,0.02,0.0012,0.0258
snehalata,5,0.0,3,0.02,0.0012,0.1
pratima,5,1.31,1,0.007,0.0012,0.0254
thereabout,5,1.59,3,0.02,0.0012,0.0629
generis,5,2.26,4,0.027,0.0012,0.059
complain,5,4.23,4,0.027,0.0012,0.0315
facilitate,5,3.99,3,0.02,0.0012,0.0251
