word,frequency,zipf_score,doc_frequency,doc_ratio,corpus_importance,domain_specificity
restrained,15,3.44,7,0.047,0.0037,0.2035
grandson,15,3.85,12,0.08,0.0037,0.3117
manifest,15,3.68,11,0.073,0.0037,0.2989
authors,15,4.49,4,0.027,0.0037,0.0891
observe,15,4.06,11,0.073,0.0037,0.2709
contractors,15,4.01,3,0.02,0.0037,0.0748
thirdly,15,3.06,9,0.06,0.0037,0.2941
marshal,15,3.87,3,0.02,0.0037,0.0775
arisen,15,3.2,12,0.08,0.0037,0.375
framing,15,3.58,5,0.033,0.0037,0.1397
discharging,15,2.97,9,0.06,0.0037,0.303
furtherance,15,2.56,14,0.093,0.0037,0.5469
appealed,15,3.83,12,0.08,0.0037,0.3133
idar,15,1.28,3,0.02,0.0037,0.2344
refund,15,3.94,7,0.047,0.0037,0.1777
divided,15,4.47,14,0.093,0.0037,0.3132
attract,15,4.2,13,0.087,0.0037,0.3095
xxx,15,3.73,4,0.027,0.0037,0.1072
treating,15,4.27,12,0.08,0.0037,0.281
intake,15,3.98,6,0.04,0.0037,0.1508
renewal,15,3.84,4,0.027,0.0037,0.1042
fatal,15,4.1,10,0.067,0.0037,0.2439
interlocutory,15,1.98,7,0.047,0.0037,0.3535
imposition,15,3.19,15,0.1,0.0037,0.4702
ssi,15,2.97,3,0.02,0.0037,0.101
assurance,15,3.81,4,0.027,0.0037,0.105
surplus,15,3.87,8,0.053,0.0037,0.2067
purchased,15,4.47,13,0.087,0.0037,0.2908
forged,15,3.72,10,0.067,0.0037,0.2688
misled,15,3.28,6,0.04,0.0037,0.1829
invalid,15,3.78,13,0.087,0.0037,0.3439
contending,15,3.04,15,0.1,0.0037,0.4934
misc,15,2.94,5,0.033,0.0037,0.1701
earning,15,4.23,9,0.06,0.0037,0.2128
dri,15,2.66,3,0.02,0.0037,0.1128
smt,15,2.93,12,0.08,0.0037,0.4096
distributed,15,4.31,13,0.087,0.0037,0.3016
gratification,15,3.27,4,0.027,0.0037,0.1223
peishkar,15,0.0,3,0.02,0.0037,0.3
dishonestly,15,2.35,4,0.027,0.0037,0.1702
reliable,15,4.29,12,0.08,0.0037,0.2797
sentences,15,4.13,10,0.067,0.0037,0.2421
availability,15,4.13,9,0.06,0.0037,0.2179
sundays,15,3.75,3,0.02,0.0037,0.08
phrase,15,4.3,5,0.033,0.0037,0.1163
alibi,15,3.1,3,0.02,0.0037,0.0968
undistributed,15,1.71,3,0.02,0.0037,0.1754
innocence,15,3.83,9,0.06,0.0037,0.235
conciliation,15,2.74,6,0.04,0.0037,0.219
ammal,14,1.25,4,0.027,0.0035,0.2987
arrive,14,4.38,13,0.087,0.0035,0.277
pressed,14,4.12,12,0.08,0.0035,0.2718
endorsement,14,3.75,4,0.027,0.0035,0.0996
obtains,14,3.04,9,0.06,0.0035,0.2763
honourable,14,3.67,8,0.053,0.0035,0.2035
switched,14,4.14,3,0.02,0.0035,0.0676
dulba,14,0.0,3,0.02,0.0035,0.28
concession,14,3.57,7,0.047,0.0035,0.183
raising,14,4.43,12,0.08,0.0035,0.2528
paragraphs,14,3.57,6,0.04,0.0035,0.1569
ruled,14,4.3,11,0.073,0.0035,0.2388
suffice,14,3.46,10,0.067,0.0035,0.2697
hostile,14,4.07,7,0.047,0.0035,0.1605
prima,14,3.34,12,0.08,0.0035,0.3353
primarily,14,4.48,11,0.073,0.0035,0.2292
tata,14,3.33,3,0.02,0.0035,0.0841
reasonably,14,4.03,11,0.073,0.0035,0.2548
salaries,14,3.89,10,0.067,0.0035,0.2399
fitment,14,2.07,4,0.027,0.0035,0.1804
rtc,14,2.67,3,0.02,0.0035,0.1049
assumption,14,4.07,13,0.087,0.0035,0.2981
sponsor,14,4.04,3,0.02,0.0035,0.0693
warrant,14,4.24,11,0.073,0.0035,0.2421
rejection,14,3.9,13,0.087,0.0035,0.3111
credibility,14,3.88,10,0.067,0.0035,0.2405
fraud,14,4.37,8,0.053,0.0035,0.1709
span,14,4.07,9,0.06,0.0035,0.2064
questioning,14,4.04,13,0.087,0.0035,0.3003
sharma,14,3.48,7,0.047,0.0035,0.1877
pal,14,3.99,5,0.033,0.0035,0.117
beating,14,4.43,7,0.047,0.0035,0.1475
disciplinary,14,3.75,5,0.033,0.0035,0.1244
cadre,14,3.04,9,0.06,0.0035,0.2763
mohammed,14,3.75,7,0.047,0.0035,0.1742
superintending,14,2.02,3,0.02,0.0035,0.1386
resulted,14,4.37,7,0.047,0.0035,0.1495
shah,14,3.81,7,0.047,0.0035,0.1715
fulfilled,14,3.77,14,0.093,0.0035,0.3466
efficiency,14,4.38,10,0.067,0.0035,0.2131
incompetent,14,3.65,7,0.047,0.0035,0.179
definite,14,3.78,12,0.08,0.0035,0.2963
arriving,14,4.16,10,0.067,0.0035,0.2244
applies,14,4.23,11,0.073,0.0035,0.2427
meantime,14,4.04,11,0.073,0.0035,0.2541
counted,14,4.04,3,0.02,0.0035,0.0693
bajrang,14,1.95,3,0.02,0.0035,0.1436
permit,14,4.22,13,0.087,0.0035,0.2875
prisons,14,3.83,3,0.02,0.0035,0.0731
cofeposa,14,0.0,3,0.02,0.0035,0.28
deem,14,3.34,8,0.053,0.0035,0.2236
termination,14,3.73,11,0.073,0.0035,0.2752
vests,14,3.19,10,0.067,0.0035,0.2926
litigation,14,3.93,9,0.06,0.0035,0.2137
maintainability,14,2.13,8,0.053,0.0035,0.3505
expired,14,3.81,11,0.073,0.0035,0.2695
praying,14,3.99,10,0.067,0.0035,0.2339
files,14,4.46,5,0.033,0.0035,0.1046
additionally,14,4.2,9,0.06,0.0035,0.2
strict,14,4.23,10,0.067,0.0035,0.2206
ignore,14,4.48,12,0.08,0.0035,0.25
cartridges,14,3.41,3,0.02,0.0035,0.0821
apparent,14,4.32,12,0.08,0.0035,0.2593
slp,14,2.6,5,0.033,0.0035,0.1795
floated,14,3.41,9,0.06,0.0035,0.2463
xeroxed,14,1.54,3,0.02,0.0035,0.1818
alleging,14,3.47,13,0.087,0.0035,0.3497
innocent,14,4.45,10,0.067,0.0035,0.2097
deduction,14,3.46,8,0.053,0.0035,0.2158
afresh,14,2.78,7,0.047,0.0035,0.235
manure,13,3.2,3,0.02,0.0032,0.0813
inquest,13,3.21,12,0.08,0.0032,0.324
purchasing,13,4.06,7,0.047,0.0032,0.1494
declare,13,4.05,12,0.08,0.0032,0.2568
strongly,13,4.47,11,0.073,0.0032,0.2133
leased,13,3.62,7,0.047,0.0032,0.1676
formal,13,4.45,10,0.067,0.0032,0.1948
waive,13,3.24,4,0.027,0.0032,0.107
sponsors,13,3.91,3,0.02,0.0032,0.0665
restriction,13,3.76,8,0.053,0.0032,0.1844
indication,13,4.06,12,0.08,0.0032,0.2562
muster,13,3.42,4,0.027,0.0032,0.1014
vital,13,4.38,9,0.06,0.0032,0.1781
hathi,13,1.84,3,0.02,0.0032,0.1413
confusion,13,4.19,11,0.073,0.0032,0.2275
superintendence,13,1.92,7,0.047,0.0032,0.316
perusal,13,2.32,11,0.073,0.0032,0.4109
clarified,13,3.49,11,0.073,0.0032,0.2732
suspicion,13,3.97,9,0.06,0.0032,0.1965
rely,13,4.29,11,0.073,0.0032,0.2222
telu,13,0.0,3,0.02,0.0032,0.26
pursue,13,4.26,6,0.04,0.0032,0.1221
injustice,13,3.81,9,0.06,0.0032,0.2047
alienate,13,3.03,3,0.02,0.0032,0.0858
whereupon,13,3.02,9,0.06,0.0032,0.2583
cultivation,13,3.63,4,0.027,0.0032,0.0955
remand,13,2.91,5,0.033,0.0032,0.1489
premise,13,3.82,13,0.087,0.0032,0.2949
placing,13,4.17,13,0.087,0.0032,0.2702
remanded,13,3.21,11,0.073,0.0032,0.297
afforded,13,3.46,10,0.067,0.0032,0.2505
solicitor,13,3.69,5,0.033,0.0032,0.1174
copyrighted,13,3.19,3,0.02,0.0032,0.0815
sanctioning,13,2.78,5,0.033,0.0032,0.1559
damaged,13,4.39,9,0.06,0.0032,0.1777
exercises,13,4.12,9,0.06,0.0032,0.1893
calculation,13,3.76,4,0.027,0.0032,0.0922
ranganayaki,13,0.0,3,0.02,0.0032,0.26
underlying,13,4.17,11,0.073,0.0032,0.2286
penalty,13,4.45,4,0.027,0.0032,0.0779
participation,13,4.33,7,0.047,0.0032,0.1401
ordinance,13,3.6,6,0.04,0.0032,0.1444
committing,13,3.88,8,0.053,0.0032,0.1787
stained,13,3.79,6,0.04,0.0032,0.1372
notices,13,3.9,10,0.067,0.0032,0.2222
fax,13,3.63,3,0.02,0.0032,0.0716
demanded,13,4.12,6,0.04,0.0032,0.1262
amend,13,3.55,11,0.073,0.0032,0.2685
seventh,13,4.25,6,0.04,0.0032,0.1224
calculating,13,3.57,6,0.04,0.0032,0.1457
medically,13,3.44,13,0.087,0.0032,0.3275
licence,13,3.97,11,0.073,0.0032,0.2401
provident,13,2.65,8,0.053,0.0032,0.2616
terror,13,4.26,3,0.02,0.0032,0.061
unconscious,13,3.94,10,0.067,0.0032,0.22
territories,13,4.02,3,0.02,0.0032,0.0647
prohibition,13,3.77,9,0.06,0.0032,0.2069
therefrom,13,2.45,13,0.087,0.0032,0.4599
altogether,13,4.07,11,0.073,0.0032,0.2342
eviction,13,3.41,7,0.047,0.0032,0.1779
govern,13,3.67,6,0.04,0.0032,0.1417
hyderabad,13,3.5,10,0.067,0.0032,0.2476
cloth,13,4.03,11,0.073,0.0032,0.2366
cotton,13,4.35,10,0.067,0.0032,0.1992
superior,13,4.46,11,0.073,0.0032,0.2138
mum,13,4.41,10,0.067,0.0032,0.1965
dealings,13,3.54,9,0.06,0.0032,0.2203
propriety,13,2.79,4,0.027,0.0032,0.1243
elapsed,13,2.95,12,0.08,0.0032,0.3525
involves,13,4.34,8,0.053,0.0032,0.1598
manipur,13,2.79,3,0.02,0.0032,0.0932
supp,13,2.88,10,0.067,0.0032,0.3009
delinquent,13,3.12,9,0.06,0.0032,0.25
gap,13,4.47,12,0.08,0.0032,0.2327
cigarettes,13,4.09,3,0.02,0.0032,0.0636
illustration,13,3.92,8,0.053,0.0032,0.1769
occupied,13,4.32,9,0.06,0.0032,0.1806
alarm,13,4.28,6,0.04,0.0032,0.1215
daughters,13,4.28,6,0.04,0.0032,0.1215
subba,13,1.84,4,0.027,0.0032,0.1884
jora,13,1.54,3,0.02,0.0032,0.1688
xix,13,2.88,6,0.04,0.0032,0.1806
dictionary,12,4.02,3,0.02,0.003,0.0597
signature,12,4.25,9,0.06,0.003,0.1694
substituted,12,3.47,8,0.053,0.003,0.1844
absconding,12,2.21,3,0.02,0.003,0.1086
crucial,12,4.28,10,0.067,0.003,0.1869
gulabai,12,0.0,3,0.02,0.003,0.24
functioning,12,4.02,10,0.067,0.003,0.199
ignoring,12,4.04,5,0.033,0.003,0.099
expedient,12,2.83,8,0.053,0.003,0.2261
faced,12,4.49,9,0.06,0.003,0.1604
darkness,12,4.3,3,0.02,0.003,0.0558
equally,12,4.39,10,0.067,0.003,0.1822
quantity,12,4.07,5,0.033,0.003,0.0983
propose,12,3.99,4,0.027,0.003,0.0802
moti,12,2.47,4,0.027,0.003,0.1296
garrison,12,3.67,1,0.007,0.003,0.0218
restructured,12,2.98,6,0.04,0.003,0.1611
rajasthan,12,3.33,7,0.047,0.003,0.1682
incorrect,12,3.94,6,0.04,0.003,0.1218
emerging,12,4.19,12,0.08,0.003,0.2291
construe,12,2.32,6,0.04,0.003,0.2069
registrations,12,3.13,3,0.02,0.003,0.0767
requisitioning,12,1.88,3,0.02,0.003,0.1277
parte,12,2.77,8,0.053,0.003,0.231
advertisements,12,3.75,5,0.033,0.003,0.1067
conclusive,12,3.3,7,0.047,0.003,0.1697
contents,12,4.18,11,0.073,0.003,0.2105
conferring,12,2.76,8,0.053,0.003,0.2319
upwards,12,3.75,7,0.047,0.003,0.1493
revise,12,3.48,8,0.053,0.003,0.1839
stabbing,12,3.58,3,0.02,0.003,0.067
kanakangi,12,0.0,3,0.02,0.003,0.24
niece,12,3.82,6,0.04,0.003,0.1257
correspondence,12,3.85,9,0.06,0.003,0.187
exclude,12,3.78,8,0.053,0.003,0.1693
mandate,12,3.97,9,0.06,0.003,0.1814
probable,12,3.79,11,0.073,0.003,0.2322
publication,12,4.45,10,0.067,0.003,0.1798
retrospectivity,12,0.0,3,0.02,0.003,0.24
varying,12,3.97,6,0.04,0.003,0.1209
confirmation,12,4.08,5,0.033,0.003,0.098
involve,12,4.28,10,0.067,0.003,0.1869
stipulated,12,3.21,11,0.073,0.003,0.2741
relative,12,4.48,10,0.067,0.003,0.1786
abolished,12,3.62,7,0.047,0.003,0.1547
prejudiced,12,3.05,6,0.04,0.003,0.1574
improvement,12,4.49,11,0.073,0.003,0.196
bungalow,12,3.34,6,0.04,0.003,0.1437
reasoning,12,4.01,11,0.073,0.003,0.2195
initiate,12,3.74,7,0.047,0.003,0.1497
proprietors,12,2.97,7,0.047,0.003,0.1886
connecting,12,4.16,8,0.053,0.003,0.1538
equivalence,12,3.17,4,0.027,0.003,0.1009
tanuku,12,1.04,3,0.02,0.003,0.2308
harassed,12,3.55,5,0.033,0.003,0.1127
servants,12,4.03,9,0.06,0.003,0.1787
cumulatively,12,2.44,4,0.027,0.003,0.1311
trader,12,3.77,5,0.033,0.003,0.1061
custom,12,4.43,5,0.033,0.003,0.0903
doubtful,12,3.52,11,0.073,0.003,0.25
adjoining,12,3.5,7,0.047,0.003,0.16
inheritance,12,3.8,6,0.04,0.003,0.1263
emphasized,12,3.71,7,0.047,0.003,0.1509
usage,12,4.23,4,0.027,0.003,0.0757
blackening,12,2.09,3,0.02,0.003,0.1148
cartridge,12,3.57,3,0.02,0.003,0.0672
employers,12,4.25,6,0.04,0.003,0.1129
handover,12,2.96,6,0.04,0.003,0.1622
continuance,12,2.73,10,0.067,0.003,0.293
krishna,12,3.48,6,0.04,0.003,0.1379
occurs,12,4.34,12,0.08,0.003,0.2212
monarch,12,3.69,3,0.02,0.003,0.065
amenable,12,2.89,11,0.073,0.003,0.3045
shree,12,2.54,6,0.04,0.003,0.189
proposition,12,3.85,10,0.067,0.003,0.2078
converted,12,4.21,11,0.073,0.003,0.209
cements,12,2.72,3,0.02,0.003,0.0882
discrepancies,12,3.19,6,0.04,0.003,0.1505
bids,12,3.87,4,0.027,0.003,0.0827
punished,12,4.0,7,0.047,0.003,0.14
arbitrariness,12,2.13,6,0.04,0.003,0.2254
regularized,12,2.04,3,0.02,0.003,0.1176
debts,11,3.99,6,0.04,0.0027,0.1103
bare,11,4.18,9,0.06,0.0027,0.1579
crimes,11,4.43,6,0.04,0.0027,0.0993
negatived,11,1.2,10,0.067,0.0027,0.6111
wrapper,11,3.16,3,0.02,0.0027,0.0696
maker,11,4.23,7,0.047,0.0027,0.1214
sponsoring,11,3.4,4,0.027,0.0027,0.0863
significance,11,4.18,10,0.067,0.0027,0.1754
irregularities,11,3.31,8,0.053,0.0027,0.1772
exceeded,11,3.76,10,0.067,0.0027,0.195
stains,11,3.46,5,0.033,0.0027,0.106
disposing,11,3.02,10,0.067,0.0027,0.2428
unlawful,11,3.72,8,0.053,0.0027,0.1577
entertain,11,3.83,7,0.047,0.0027,0.134
uncle,11,4.45,7,0.047,0.0027,0.1154
ordination,11,3.41,3,0.02,0.0027,0.0645
indirectly,11,3.71,6,0.04,0.0027,0.1186
guaranteed,11,4.29,10,0.067,0.0027,0.1709
jag,11,3.05,3,0.02,0.0027,0.0721
continuation,11,3.71,10,0.067,0.0027,0.1977
subletting,11,2.13,3,0.02,0.0027,0.1033
relevance,11,3.75,9,0.06,0.0027,0.176
nawaz,11,3.13,3,0.02,0.0027,0.0703
jung,11,3.78,3,0.02,0.0027,0.0582
attained,11,3.57,8,0.053,0.0027,0.1643
solely,11,4.2,11,0.073,0.0027,0.1921
adjudicate,11,2.47,9,0.06,0.0027,0.2672
writs,11,2.55,7,0.047,0.0027,0.2013
empowers,11,2.95,8,0.053,0.0027,0.1989
miscarriage,11,3.32,6,0.04,0.0027,0.1325
prejudicial,11,2.7,2,0.013,0.0027,0.0543
unexplained,11,3.28,3,0.02,0.0027,0.0671
occupy,11,3.93,6,0.04,0.0027,0.112
technologies,11,4.32,4,0.027,0.0027,0.0679
satisfaction,11,4.16,7,0.047,0.0027,0.1234
lays,11,3.67,10,0.067,0.0027,0.1998
supervisory,11,3.32,4,0.027,0.0027,0.0884
refers,11,4.25,9,0.06,0.0027,0.1553
rents,11,3.58,7,0.047,0.0027,0.1434
objective,11,4.36,8,0.053,0.0027,0.1346
bail,11,4.01,7,0.047,0.0027,0.128
deducted,11,3.16,10,0.067,0.0027,0.2321
firearm,11,3.69,3,0.02,0.0027,0.0596
districts,11,4.31,7,0.047,0.0027,0.1191
furniture,11,4.29,7,0.047,0.0027,0.1197
implies,11,3.98,11,0.073,0.0027,0.2027
instructions,11,4.37,7,0.047,0.0027,0.1175
tenure,11,3.93,8,0.053,0.0027,0.1493
enacting,11,3.11,7,0.047,0.0027,0.1651
exceed,11,3.92,6,0.04,0.0027,0.1122
vacate,11,3.14,5,0.033,0.0027,0.1168
struck,11,4.42,8,0.053,0.0027,0.1327
enquiries,11,3.36,7,0.047,0.0027,0.1528
involving,11,4.48,9,0.06,0.0027,0.1473
precisely,11,4.2,10,0.067,0.0027,0.1746
textile,11,3.75,3,0.02,0.0027,0.0587
ghosh,11,2.76,5,0.033,0.0027,0.1329
isarwada,11,0.0,3,0.02,0.0027,0.22
oda,11,3.08,3,0.02,0.0027,0.0714
infirmity,11,2.32,9,0.06,0.0027,0.2845
gupta,11,3.35,6,0.04,0.0027,0.1313
inserted,11,3.74,10,0.067,0.0027,0.1961
chooses,11,3.83,10,0.067,0.0027,0.1915
privy,11,3.46,7,0.047,0.0027,0.1484
categorically,11,3.03,10,0.067,0.0027,0.242
wherever,11,4.27,9,0.06,0.0027,0.1546
residuary,11,1.78,3,0.02,0.0027,0.1236
alongwith,11,2.01,3,0.02,0.0027,0.1095
assessed,11,3.9,3,0.02,0.0027,0.0564
satisfactory,11,3.57,10,0.067,0.0027,0.2054
accorded,11,3.02,7,0.047,0.0027,0.17
losses,11,4.45,7,0.047,0.0027,0.1154
waman,11,1.28,3,0.02,0.0027,0.1719
repugnant,11,2.91,5,0.033,0.0027,0.126
cement,11,3.94,6,0.04,0.0027,0.1117
misappropriation,11,2.6,3,0.02,0.0027,0.0846
machinery,11,4.02,7,0.047,0.0027,0.1277
mange,11,2.5,3,0.02,0.0027,0.088
sphere,11,3.91,11,0.073,0.0027,0.2063
gratuity,11,2.64,7,0.047,0.0027,0.1944
registering,11,3.46,9,0.06,0.0027,0.1908
maval,11,0.0,3,0.02,0.0027,0.22
resident,11,4.38,7,0.047,0.0027,0.1172
ample,11,3.71,8,0.053,0.0027,0.1581
corroboration,11,2.7,4,0.027,0.0027,0.1086
bequest,11,2.84,2,0.013,0.0027,0.0516
auto,11,4.48,3,0.02,0.0027,0.0491
embodied,11,3.34,7,0.047,0.0027,0.1537
onwards,11,3.61,8,0.053,0.0027,0.1625
suspected,11,4.15,7,0.047,0.0027,0.1237
withheld,11,3.36,9,0.06,0.0027,0.1964
corresponding,11,4.13,6,0.04,0.0027,0.1065
facto,11,3.58,7,0.047,0.0027,0.1434
classification,11,4.18,4,0.027,0.0027,0.0702
reserved,11,4.18,11,0.073,0.0027,0.193
broadly,11,3.82,9,0.06,0.0027,0.1728
tehsildar,11,1.22,4,0.027,0.0027,0.2404
commence,11,3.59,10,0.067,0.0027,0.2043
stages,11,4.43,8,0.053,0.0027,0.1324
finality,11,2.62,8,0.053,0.0027,0.2239
fraudulently,11,2.89,5,0.033,0.0027,0.1269
nevertheless,11,4.25,8,0.053,0.0027,0.138
deliberately,11,4.02,10,0.067,0.0027,0.1824
promotee,11,0.0,3,0.02,0.0027,0.22
contempt,11,3.74,4,0.027,0.0027,0.0784
answered,11,4.32,10,0.067,0.0027,0.1698
impression,11,4.35,10,0.067,0.0027,0.1686
certiorari,11,2.46,6,0.04,0.0027,0.1789
distinct,11,4.29,11,0.073,0.0027,0.188
inferred,11,3.12,9,0.06,0.0027,0.2115
probability,11,4.02,5,0.033,0.0027,0.0912
publicly,11,4.28,2,0.013,0.0027,0.0343
fairness,11,3.77,8,0.053,0.0027,0.1556
counts,11,4.28,10,0.067,0.0027,0.1713
appropriately,11,3.74,8,0.053,0.0027,0.1569
praja,10,1.66,3,0.02,0.0025,0.1205
admissible,10,2.87,4,0.027,0.0025,0.0929
operated,10,4.35,8,0.053,0.0025,0.1226
remuneration,10,3.26,7,0.047,0.0025,0.1431
gravity,10,4.21,10,0.067,0.0025,0.1584
plantation,10,3.72,4,0.027,0.0025,0.0717
extinguishment,10,2.03,6,0.04,0.0025,0.197
analysed,10,3.48,6,0.04,0.0025,0.1149
export,10,4.24,4,0.027,0.0025,0.0629
customs,10,4.19,4,0.027,0.0025,0.0636
multiplicity,10,2.8,5,0.033,0.0025,0.119
alternatively,10,3.81,7,0.047,0.0025,0.1225
distinguished,10,4.2,7,0.047,0.0025,0.1111
trespassed,10,2.24,7,0.047,0.0025,0.2083
nexus,10,3.65,5,0.033,0.0025,0.0913
restraint,10,3.64,8,0.053,0.0025,0.1465
adverted,10,1.14,7,0.047,0.0025,0.4094
lawful,10,3.62,9,0.06,0.0025,0.1657
sridhar,10,1.98,3,0.02,0.0025,0.101
imposing,10,3.73,10,0.067,0.0025,0.1787
pleading,10,3.53,10,0.067,0.0025,0.1889
terminated,10,3.75,10,0.067,0.0025,0.1778
departments,10,4.2,6,0.04,0.0025,0.0952
advised,10,4.18,9,0.06,0.0025,0.1435
diploma,10,3.76,6,0.04,0.0025,0.1064
difficulty,10,4.33,4,0.027,0.0025,0.0616
thakur,10,2.75,4,0.027,0.0025,0.097
excluding,10,3.92,7,0.047,0.0025,0.119
certainty,10,3.82,7,0.047,0.0025,0.1222
contemplate,10,3.41,10,0.067,0.0025,0.1955
surrounding,10,4.49,6,0.04,0.0025,0.0891
consisting,10,4.09,9,0.06,0.0025,0.1467
abandoned,10,4.4,7,0.047,0.0025,0.1061
evolved,10,4.09,7,0.047,0.0025,0.1141
dividends,10,3.7,5,0.033,0.0025,0.0901
seva,10,2.33,3,0.02,0.0025,0.0858
golap,10,0.0,3,0.02,0.0025,0.2
jew,10,3.87,3,0.02,0.0025,0.0517
awarding,10,3.4,7,0.047,0.0025,0.1373
concentrated,10,3.96,3,0.02,0.0025,0.0505
triable,10,1.64,4,0.027,0.0025,0.1626
urgent,10,4.15,10,0.067,0.0025,0.1606
refuse,10,4.39,9,0.06,0.0025,0.1367
occasioned,10,2.58,6,0.04,0.0025,0.155
instances,10,4.06,10,0.067,0.0025,0.1642
intercourse,10,3.6,5,0.033,0.0025,0.0926
guntur,10,2.16,3,0.02,0.0025,0.0926
abandonment,10,3.4,4,0.027,0.0025,0.0784
unwarranted,10,3.11,10,0.067,0.0025,0.2144
answering,10,4.07,2,0.013,0.0025,0.0328
didi,10,2.95,3,0.02,0.0025,0.0678
devendra,10,2.18,3,0.02,0.0025,0.0917
distinctive,10,4.0,5,0.033,0.0025,0.0833
detected,10,4.06,5,0.033,0.0025,0.0821
modify,10,3.79,8,0.053,0.0025,0.1407
utensils,10,3.2,5,0.033,0.0025,0.1042
proceeds,10,4.05,9,0.06,0.0025,0.1481
silence,10,4.46,6,0.04,0.0025,0.0897
refunded,10,3.18,4,0.027,0.0025,0.0839
lapsed,10,2.94,7,0.047,0.0025,0.1587
contingent,10,3.69,4,0.027,0.0025,0.0723
sponsored,10,4.23,3,0.02,0.0025,0.0473
esquire,10,3.11,3,0.02,0.0025,0.0643
servicing,10,3.44,3,0.02,0.0025,0.0581
machines,10,4.46,4,0.027,0.0025,0.0598
shalu,10,1.59,1,0.007,0.0025,0.0419
enjoyment,10,3.81,8,0.053,0.0025,0.14
obligations,10,3.99,8,0.053,0.0025,0.1337
sudhir,10,2.22,7,0.047,0.0025,0.2102
shebait,10,0.0,1,0.007,0.0025,0.0667
idr,10,2.28,3,0.02,0.0025,0.0877
corrupt,10,4.14,4,0.027,0.0025,0.0644
abetment,10,1.56,4,0.027,0.0025,0.1709
chart,10,4.47,4,0.027,0.0025,0.0597
recourse,10,3.29,8,0.053,0.0025,0.1621
concluding,10,3.54,9,0.06,0.0025,0.1695
connotation,10,2.94,9,0.06,0.0025,0.2041
sharmila,10,2.25,3,0.02,0.0025,0.0889
unalienated,10,0.0,3,0.02,0.0025,0.2
trustees,10,3.84,4,0.027,0.0025,0.0694
formality,10,3.15,4,0.027,0.0025,0.0847
conducting,10,4.07,9,0.06,0.0025,0.1474
intend,10,4.09,9,0.06,0.0025,0.1467
pertinent,10,3.36,9,0.06,0.0025,0.1786
bhupendra,10,1.31,3,0.02,0.0025,0.1527
imperative,10,3.66,8,0.053,0.0025,0.1457
inflict,10,3.34,2,0.013,0.0025,0.0399
remembered,10,4.33,8,0.053,0.0025,0.1232
jnanendra,10,0.0,3,0.02,0.0025,0.2
firstly,10,3.73,9,0.06,0.0025,0.1609
preventing,10,4.12,8,0.053,0.0025,0.1294
producing,10,4.45,5,0.033,0.0025,0.0749
kapoda,10,0.0,1,0.007,0.0025,0.0667
earnings,10,4.27,6,0.04,0.0025,0.0937
sufficiently,10,3.8,9,0.06,0.0025,0.1579
ipso,10,2.5,7,0.047,0.0025,0.1867
veil,10,3.66,5,0.033,0.0025,0.0911
constituting,10,2.95,5,0.033,0.0025,0.113
undertake,10,3.73,7,0.047,0.0025,0.1251
lastly,10,3.69,10,0.067,0.0025,0.1807
laying,10,4.16,10,0.067,0.0025,0.1603
impermissible,10,2.35,8,0.053,0.0025,0.227
vast,10,4.49,10,0.067,0.0025,0.1485
belongs,10,4.24,10,0.067,0.0025,0.1572
peculiar,10,3.67,9,0.06,0.0025,0.1635
resulting,10,4.48,9,0.06,0.0025,0.1339
elaborate,10,4.06,10,0.067,0.0025,0.1642
pharmaceutical,10,3.9,6,0.04,0.0025,0.1026
doubted,10,3.44,9,0.06,0.0025,0.1744
rajahmundry,10,1.77,6,0.04,0.0025,0.226
cinematograph,10,1.99,3,0.02,0.0025,0.1005
undertaken,10,3.85,9,0.06,0.0025,0.1558
suitable,10,4.38,10,0.067,0.0025,0.1522
falsely,10,3.61,9,0.06,0.0025,0.1662
lifting,10,4.06,3,0.02,0.0025,0.0493
baloba,10,0.0,3,0.02,0.0025,0.2
adhiniyam,10,0.0,3,0.02,0.0025,0.2
instrument,10,4.26,5,0.033,0.0025,0.0782
intervene,10,3.65,9,0.06,0.0025,0.1644
sums,10,3.9,8,0.053,0.0025,0.1368
karpe,10,0.0,3,0.02,0.0025,0.2
swords,10,3.76,3,0.02,0.0025,0.0532
ballet,10,3.95,3,0.02,0.0025,0.0506
wills,10,3.61,5,0.033,0.0025,0.0923
constructions,10,3.3,3,0.02,0.0025,0.0606
purport,10,2.64,4,0.027,0.0025,0.101
math,10,4.45,3,0.02,0.0025,0.0449
import,10,4.1,8,0.053,0.0025,0.1301
deducting,10,2.51,7,0.047,0.0025,0.1859
mcd,10,2.81,3,0.02,0.0025,0.0712
furnish,10,3.14,8,0.053,0.0025,0.1699
adjudicating,10,2.16,3,0.02,0.0025,0.0926
lonavala,10,1.66,3,0.02,0.0025,0.1205
operates,10,4.13,10,0.067,0.0025,0.1614
scan,10,4.07,3,0.02,0.0025,0.0491
remainder,9,4.03,3,0.02,0.0022,0.0447
incentive,9,3.97,5,0.033,0.0022,0.0756
pendharkar,9,0.0,3,0.02,0.0022,0.18
expeditiously,9,2.49,5,0.033,0.0022,0.1205
bom,9,3.34,6,0.04,0.0022,0.1078
coupled,9,3.97,9,0.06,0.0022,0.136
damayanthi,9,0.0,3,0.02,0.0022,0.18
nala,9,2.55,3,0.02,0.0022,0.0706
vijaya,9,2.17,3,0.02,0.0022,0.0829
